,reaction_id,rxn_smiles,DG_TS
78,86,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[n:11][cH:12][cH:13][nH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[n:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH:14][cH:13]1,23.2
79,87,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[n:11][cH:12][cH:13][nH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[cH:12][n:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH:14]1,21.5
80,88,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[n:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][nH:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[n:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][nH:14]1,23.2
81,89,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH:7][cH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14],23.1
82,90,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH:12][cH:13][n:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[nH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:14]1,21.3
83,91,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[n:11][cH:12][nH:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:11][cH:12][nH:13]1,23.9
84,94,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][nH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[n:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH:14]1,21.2
85,95,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH:11][cH:12][n:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH:11][cH:12][n:13]1,26.6
86,96,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][nH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH:8][n:9][c:10]1[C:11]([F:12])([F:13])[F:14],29.1
87,97,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13][nH:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[n:13][nH:14]1,24.9
88,98,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[n:11][nH:12][cH:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:11][nH:12][cH:13]1,30.2
89,99,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][nH:13][n:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:14][nH:13]1,23.9
90,100,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[n:7][nH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[n:7][nH:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],27.0
91,101,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH:7][n:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH:7][n:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],24.9
92,102,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH:12][n:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][nH:12][n:13]1,28.8
93,103,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][nH:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][n:12][nH:13]1,25.6
94,104,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH:13][n:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH:13][n:14]1,26.0
95,105,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][nH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][nH:9][c:10]1[C:11]([F:12])([F:13])[F:14],26.5
96,106,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][n:13][nH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH:14][n:13]1,24.9
97,107,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH:11][n:12][cH:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH:11][n:12][cH:13]1,29.5
98,108,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15],25.9
99,109,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][n:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][n:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1,24.3
100,110,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[n:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[n:14][cH:15]1,23.9
101,111,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1,24.5
102,112,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][cH:9][nH+:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][cH:9][nH+:10][c:11]1[C:12]([F:13])([F:14])[F:15],25.8
103,113,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][nH+:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][nH+:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1,19.6
104,114,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14][cH:15]1,23.6
105,115,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[nH+:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[nH+:15]1,19.9
106,120,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[n:11][cH:12][cH:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:11][cH:12][cH:13][cH:14]1,27.7
107,121,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][n:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:15][cH:14][cH:13]1,25.0
108,122,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][n:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:15][cH:14]1,24.6
109,123,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][n:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[cH:13][cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:15]1,24.4
110,124,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[n:7][cH:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[n:7][cH:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],26.4
111,125,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][n:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][n:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],26.6
112,126,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1,25.2
113,127,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1,24.4
114,128,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH+:7][cH:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH+:7][cH:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],24.2
115,129,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][nH+:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][nH+:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],22.3
116,130,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15]1,24.0
117,131,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1,20.6
118,132,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][nH+:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][cH:13][nH+:14]1,27.0
119,133,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][cH:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][nH+:12][cH:13][cH:14]1,26.3
120,134,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][nH+:12][cH:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[cH:13][nH+:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,24.8
121,135,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][nH+:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15][nH+:14]1,21.0
122,136,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][n:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][cH:13][n:14]1,29.2
123,137,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][n:12][cH:13][cH:14]1,28.6
124,138,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[cH:13][n:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,24.1
125,139,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][n:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15][n:14]1,24.4
126,140,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][n:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][n:15]1,25.0
127,141,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],25.5
128,142,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][nH+:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][cH:14][nH+:15]1,20.2
129,143,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][nH+:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH+:8][cH:9][cH:10][c:11]1[C:12]([F:13])([F:14])[F:15],24.5
130,144,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][nH+:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[nH+:13][cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,21.2
131,145,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][nH+:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][nH+:13][cH:14]1,29.2
132,146,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[n:13][cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:15]1,24.5
133,147,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[cH:11][cH:12][n:13][cH:14]1,27.7
134,148,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[n:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[n:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15],24.4
135,149,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][n:15]1,22.4
136,150,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1,22.3
137,151,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH+:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH+:7][cH:8][cH:9][n:10][c:11]1[C:12]([F:13])([F:14])[F:15],27.4
138,152,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][nH+:15]1,17.6
139,153,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH+:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1,20.0
140,157,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[n:11][cH:12][cH:13][n:14][cH:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:15]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:11][cH:12][cH:13][n:14]1,26.6
141,158,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][n:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[n:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:15][cH:14]1,23.4
142,159,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][n:12][cH:13][cH:14][n:15]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[cH:13][n:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[n:15]1,22.5
143,160,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][s:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][s:8][c:9]([C:10]([F:11])([F:12])[F:13])[nH+:14]1,25.7
144,161,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH+:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1,21.5
145,162,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH+:11][cH:12][cH:13][s:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[nH+:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[s:14][cH:13]1,23.5
147,164,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH+:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][s:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH+:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][s:14]1,17.6
148,165,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[s:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[s:7][cH:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],23.2
149,166,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][s:12][cH:13][nH+:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[s:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:14]1,17.3
150,167,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[nH+:11][cH:12][s:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[nH+:11][cH:12][s:13]1,25.7
151,168,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH+:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH+:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[s:14]1,16.8
152,169,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH+:7][cH:8][s:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH+:7][cH:8][s:9][c:10]1[C:11]([F:12])([F:13])[F:14],24.1
154,171,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[s:11][cH:12][nH+:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[s:11][cH:12][nH+:13]1,28.6
155,172,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][s:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][s:8][nH+:9][c:10]1[C:11]([F:12])([F:13])[F:14],28.7
156,173,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][s:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[nH+:13][s:14]1,17.3
157,176,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[nH+:7][s:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[nH+:7][s:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],21.4
158,177,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[s:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[s:7][nH+:8][cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],19.5
